gene	chr	X5SS	X3SS	strand	exon_go1	exon_go2	AFEPSI_go1	AFEPSI_go2	width	CPAbP	U1_dependent_CPAbP
ENSG00000187778	12	49567873	49568048	-	12:49568048-49568145	12:49567647-49567873	0.952621591638933	0.108898230863549	175	N	N
ENSG00000188191	7	727341	727590	-	7:727590-727650	7:727210-727341	0.654902963602037	0.345097036397963	249	N	N
ENSG00000188603	16	28486524	28491482	-	16:28491482-28492302	16:28486347-28486524	0.918181818181818	0.490909090909091	4958	Y	N
ENSG00000188612	17	75182563	75182814	-	17:75182814-75182959	17:75182382-75182563	0.987993004695673	0.014966922444582	251	N	N
ENSG00000188643	1	153609344	153612952	-	1:153612952-153613145	1:153608899-153609344	0.90249161183651	0.136489677144779	3608	Y	N
ENSG00000188739	1	235161171	235161174	-	1:235161174-235161283	1:235160150-235161171	0.17851753275296	0.82148246724704	3	N	N
ENSG00000188878	17	75925446	75940595	-	17:75940595-75941056	17:75925347-75925446	0.522222222222222	0.366666666666667	15149	Y	N
ENSG00000189007	6	143441977	143450563	-	6:143450563-143450695	6:143441438-143441977	0.751586651586652	0.338360438360438	8586	Y	N
ENSG00000189067	16	11587289	11587338	-	16:11587338-11587563	16:11587151-11587289	0.163793103448276	0.361660894660895	49	N	N
ENSG00000189308	4	83010823	83012792	-	4:83012792-83012926	4:83010484-83010823	0.814138926207892	0.31544509130716	1969	Y	N
ENSG00000196150	8	144901479	144901749	-	8:144901749-144902168	8:144901337-144901479	1	1	270	N	N
ENSG00000196154	1	153545518	153545753	-	1:153545753-153545806	1:153545470-153545518	0.970956067504798	0.0707108859574556	235	Y	N
ENSG00000196418	1	247159867	247171848	-	1:247171848-247172016	1:247159687-247159867	0.151856994099271	0.935699409927109	11981	Y	N
ENSG00000196497	14	24182423	24187400	-	14:24187400-24188869	14:24182278-24182423	0.498811645870469	0.58338284808873	4977	Y	N
ENSG00000196498	12	124518294	124567308	-	12:124567308-124567589	12:124518140-124518294	0.412938999801562	0.075536978568695	49014	Y	Y
ENSG00000196502	16	28606236	28623131	-	16:28623131-28623625	16:28606056-28606236	0.630259103901407	0.636429525966071	16895	Y	N
ENSG00000196531	12	56724549	56724962	-	12:56724962-56727197	12:56724452-56724549	0.308363108051659	0.770096235742921	413	N	N
ENSG00000196535	17	29094850	29180313	-	17:29180313-29180412	17:29094650-29094850	0.611381673881674	0.667388167388167	85463	Y	N
ENSG00000196678	16	20806676	20900204	-	16:20900204-20900349	16:20805715-20806676	0.387452107279693	0.840756704980843	93528	Y	N
ENSG00000196696	16	70031066	70065756	-	16:70065756-70065948	16:70030988-70031066	0.143799947726548	0.872986623016857	34690	Y	Y
ENSG00000196792	14	30936624	31025904	-	14:31025904-31026401	14:30936495-30936624	0.787530637254902	0.637408088235294	89280	Y	Y
ENSG00000196912	2	97543862	97589525	-	2:97589525-97589965	2:97543790-97543862	0.127549128661476	0.119831894593367	45663	Y	Y
ENSG00000196924	X	154371361	154374506	-	X:154374506-154374638	X:154370873-154371361	0.0277200419687699	0.979024562347777	3145	Y	N
ENSG00000196998	X	49080328	49100582	-	X:49100582-49101170	X:49079747-49080328	0.739130434782609	0.963768115942029	20254	Y	N
ENSG00000197172	X	152769277	152769654	-	X:152769654-152769747	X:152769219-152769277	1	1	377	N	N
ENSG00000197217	8	23404073	23457557	-	8:23457557-23457695	8:23403954-23404073	0.399710793789741	0.600289206210259	53484	Y	N
ENSG00000197321	10	29512861	29735751	-	10:29735751-29735804	10:29512735-29512861	0.253066932132525	0.746933067867476	222890	Y	Y
ENSG00000197442	6	136562615	136791710	-	6:136791710-136792477	6:136562503-136562615	0.816176470588235	0.441176470588235	229095	Y	Y
ENSG00000197535	15	52370417	52528780	-	15:52528780-52529050	15:52370169-52370417	1	1	158363	Y	N
ENSG00000197563	18	62140479	62186844	-	18:62186844-62187118	18:62140420-62140479	0.878378378378378	0.243243243243243	46365	Y	Y
ENSG00000197565	X	108438430	108439358	-	X:108439358-108439497	X:108438186-108438430	0.260104041616647	0.913298652794451	928	N	N
ENSG00000197603	5	37158345	37249245	-	5:37249245-37249428	5:37158224-37158345	0.897435897435897	0.615384615384615	90900	Y	N
ENSG00000197780	1	109075065	109075921	-	1:109075921-109076003	1:109074987-109075065	0.413810039092145	0.787894506362401	856	Y	N
ENSG00000197782	19	40084798	40090166	-	19:40090166-40090457	19:40084745-40084798	1	1	5368	N	N
ENSG00000197879	17	1485760	1491600	-	17:1491600-1491682	17:1485694-1485760	0.646058174449565	0.353941825550435	5840	Y	N
ENSG00000197885	3	23901049	23916784	-	3:23916784-23917065	3:23900804-23901049	0.878109452736318	0.73134328358209	15735	Y	Y
ENSG00000198000	9	92310825	92324906	-	9:92324906-92325636	9:92310553-92310825	0.239257353603892	0.600101163741773	14081	Y	N
ENSG00000198034	X	72276234	72277193	-	X:72277193-72277248	X:72276157-72276234	0.619428313257816	0.573839631459081	959	Y	N
ENSG00000198130	2	190290485	190319716	-	2:190319716-190319890	2:190290405-190290485	0.759749589490969	0.586822660098522	29231	Y	Y
ENSG00000198157	X	81116341	81121535	-	X:81121535-81121688	X:81116204-81116341	0.888586956521739	0.445652173913043	5194	Y	N
ENSG00000198171	20	3195353	3204537	-	20:3204537-3204685	20:3195231-3195353	0.288792076491345	0.711207923508655	9184	N	N
ENSG00000198218	3	49077038	49092397	-	3:49092397-49092456	3:49076707-49077038	0.594736842105263	0.968421052631579	15359	Y	Y
ENSG00000198265	17	67243839	67245148	-	17:67245148-67245196	17:67243784-67243839	0.725168756027001	0.590163934426229	1309	Y	N
ENSG00000198399	2	24248882	24360304	-	2:24360304-24360714	2:24248837-24248882	0.921212121212121	0.472727272727273	111422	Y	N
ENSG00000198467	9	35684315	35689704	-	9:35689704-35690056	9:35684041-35684315	0.707329396186066	0.50004708998081	5389	Y	N
ENSG00000198589	4	151015284	151015473	-	4:151015473-151015727	4:151015202-151015284	0.193181818181818	0.951704545454545	189	N	N
ENSG00000198677	5	95550757	95554881	-	5:95554881-95555007	5:95550581-95550757	0.884615384615385	0.692307692307692	4124	Y	N
ENSG00000198707	12	88130420	88141900	-	12:88141900-88142088	12:88130268-88130420	0.411036036036036	0.594594594594595	11480	Y	N
ENSG00000198728	10	102114946	102120086	-	10:102120086-102120368	10:102114406-102114946	0.689597844004875	0.310402155995125	5140	Y	Y
ENSG00000198742	7	99052446	99143726	-	7:99143726-99144100	7:99052205-99052446	0.879227053140097	0.72463768115942	91280	Y	N
ENSG00000198746	1	26893448	26899992	-	1:26899992-26900467	1:26893389-26893448	0.809746168582375	0.55411877394636	6544	N	N
ENSG00000198793	1	11212908	11262445	-	1:11262445-11262551	1:11212796-11212908	0.766718764800606	0.547882921284456	49537	Y	N
ENSG00000198910	X	153880363	153886065	-	X:153886065-153886173	X:153880282-153880363	0.985544217687075	0.0578231292517007	5702	Y	N
ENSG00000198924	10	113854082	113854354	-	10:113854354-113854383	10:113852723-113854082	1	1	272	N	N
ENSG00000198925	2	219229368	219229535	-	2:219229535-219229717	2:219229010-219229368	0.753991557473101	0.419100218387131	167	N	N
ENSG00000198964	10	50418478	50623707	-	10:50623707-50623977	10:50418064-50418478	0.225483207768124	0.774516792231876	205229	Y	Y
ENSG00000204084	1	37932053	37946990	-	1:37946990-37947057	1:37928537-37932053	0.914285714285714	0.514285714285714	14937	Y	Y
ENSG00000204371	6	31897222	31897636	-	6:31897636-31897687	6:31896923-31897222	0.176397849462366	0.925967741935484	414	N	N
ENSG00000204427	6	31689704	31703150	-	6:31703150-31703356	6:31689581-31689704	0.934959349593496	0.390243902439024	13446	Y	N
ENSG00000204438	6	31665003	31665559	-	6:31665559-31666283	6:31664841-31665003	0.537780687715214	0.789593336243271	556	N	N
ENSG00000204463	6	31652393	31652400	-	6:31652400-31652705	6:31652235-31652393	0.783202099379969	0.216797900620031	7	N	N
ENSG00000204536	6	31158160	31158167	-	6:31158167-31158238	6:31157885-31158160	0.44921875	0.44140625	7	Y	N
ENSG00000204673	19	49875285	49876603	-	19:49876603-49878028	19:49872917-49875285	0.620748299319728	0.758503401360544	1318	Y	N
ENSG00000204713	6	28920242	28923213	-	6:28923213-28923988	6:28920012-28920242	0.357912792001367	0.642087207998633	2971	Y	N
ENSG00000204778	9	65289895	65322969	-	9:65322969-65323015	9:65289827-65289895	0.711538461538462	0.788461538461538	33074	N	N
ENSG00000204899	13	72719097	72727524	-	13:72727524-72727629	13:72718952-72719097	0.082201846874026	0.917798153125974	8427	Y	N
ENSG00000204959	7	144277759	144283813	-	7:144283813-144286966	7:144277607-144277759	0.607060640804035	0.544038260294866	6054	N	N
ENSG00000205220	16	67935795	67936398	-	16:67936398-67936864	16:67935328-67935795	0.368413059660094	0.75701164936904	603	Y	N
ENSG00000205236	7	102600388	102642630	-	7:102642630-102642869	7:102600257-102600388	0.836655405405405	0.275	42242	Y	N
ENSG00000205268	8	65782843	65841371	-	8:65841371-65842322	8:65782783-65782843	0.845	0.62	58528	Y	N
ENSG00000205531	11	2992102	2992229	-	11:2992229-2992377	11:2991794-2992102	0.809775674093121	0.182192197392823	127	N	N
ENSG00000205534	16	29561651	29594887	-	16:29594887-29594966	16:29561515-29561651	0.128061273108443	0.173259292777859	33236	Y	Y
ENSG00000205609	16	28400984	28403783	-	16:28403783-28403879	16:28400859-28400984	0.217124444142097	0.585244742946878	2799	N	Y
ENSG00000205746	16	18346148	18351774	-	16:18351774-18351943	16:18345864-18346148	0.462121212121212	0.3125	5626	N	N
ENSG00000205918	16	2618890	2637287	-	16:2637287-2638721	16:2618822-2618890	1	1	18397	Y	N
ENSG00000205937	16	2267852	2267933	-	16:2267933-2268397	16:2265503-2267852	0.782355231510717	0.217644768489283	81	N	N
ENSG00000206560	3	15798184	15859377	-	3:15859377-15859771	3:15796396-15798184	0.627520122940344	0.372479877059656	61193	Y	Y
ENSG00000213123	3	196296306	196318036	-	3:196318036-196318299	3:196296006-196296306	0.689777049030995	0.454013800642208	21730	Y	Y
ENSG00000213397	X	153462671	153470450	-	X:153470450-153471145	X:153462610-153462671	0.913502109704641	0.518987341772152	7779	Y	N
ENSG00000213468	X	131794466	131829924	-	X:131829924-131830862	X:131793753-131794466	0.3309267225818	0.6690732774182	35458	Y	N
ENSG00000213585	5	134004842	134004895	-	5:134004895-134004975	5:134004647-134004842	0.0140259882700656	0.768868366977926	53	N	N
ENSG00000213853	16	10559154	10580549	-	16:10580549-10580632	16:10558994-10559154	0.671062880271983	0.328937119728017	21395	Y	N
ENSG00000214160	3	184248962	184248990	-	3:184248990-184249548	3:184248745-184248962	0.156125835422255	0.843874164577745	28	N	N
ENSG00000214253	7	101245081	101251895	-	7:101251895-101252316	7:101244898-101245081	0.0693419843724976	0.959685988912959	6814	Y	N
ENSG00000214530	11	72781294	72781664	-	11:72781664-72781893	11:72780666-72781294	1	1	370	N	N
ENSG00000214717	X	2500555	2500817	-	X:2500817-2500976	X:2500311-2500555	0.58691907913346	0.41308092086654	262	N	N
ENSG00000214753	11	62724426	62726619	-	11:62726619-62727457	11:62724291-62724426	0.715040086339809	0.851063829787234	2193	Y	N
ENSG00000214783	7	43988247	44019061	-	7:44019061-44019175	7:43988086-43988247	0.596231560266442	0.403768439733558	30814	Y	N
ENSG00000214826	12	9432574	9443535	-	12:9443535-9443612	12:9432366-9432574	0.397849462365591	0.236559139784946	10961	N	N
ENSG00000214941	17	15993830	15999503	-	17:15999503-15999717	17:15993757-15993830	0.897058823529412	0.936274509803922	5673	N	N
ENSG00000215041	17	7321459	7329031	-	17:7329031-7329393	17:7321361-7321459	0.925925925925926	0.444444444444444	7572	N	N
ENSG00000215126	9	41182466	41189105	-	9:41189105-41189436	9:41182375-41182466	0.86590803622272	0.0797872340425532	6639	Y	N
ENSG00000215252	15	34582860	34583516	-	15:34583516-34583651	15:34582750-34582860	0.274965035553426	0.0635838150289017	656	N	N
ENSG00000215472	18	49491586	49492458	-	18:49492458-49492479	18:49491532-49491586	0.2140811853106	0.764879778494113	872	Y	N
ENSG00000215908	1	16628652	16644646	-	1:16644646-16644686	1:16628468-16628652	1	1	15994	Y	Y
ENSG00000219481	1	16585698	16613338	-	1:16613338-16613562	1:16585489-16585698	0.418821215992896	0.316336705414567	27640	Y	N
ENSG00000221926	17	15651946	15683036	-	17:15683036-15684311	17:15651091-15651946	0.446934406605941	0.662743012748898	31090	Y	N
ENSG00000225663	17	81826662	81833238	-	17:81833238-81833302	17:81824499-81826662	0.392857142857143	0.93452380952381	6576	Y	N
ENSG00000225697	3	48633390	48635371	-	3:48635371-48635493	3:48633251-48633390	0.847457627118644	0.610169491525424	1981	N	N
ENSG00000225733	3	14947538	14948013	-	3:14948013-14948424	3:14947087-14947538	0.368158643258157	0.631841356741843	475	N	N
ENSG00000226210	12	18471	26801	-	12:26801-26954	12:18373-18471	0.223360655737705	0.925546448087432	8330	Y	N
ENSG00000227671	1	247200193	247210691	-	1:247210691-247210856	1:247200067-247200193	0.864035087719298	0.543859649122807	10498	Y	N
ENSG00000228049	7	102667264	102671552	-	7:102671552-102671629	7:102665368-102667264	0.797371633646619	0.609495653708688	4288	Y	N
ENSG00000228327	1	768613	778284	-	1:778284-778626	1:768548-768613	0.446769921928948	0.408101679218152	9671	N	N
ENSG00000228696	17	46352930	46361676	-	17:46361676-46361797	17:46352820-46352930	0.87984496124031	0.720930232558139	8746	N	N
ENSG00000230021	1	720206	732981	-	1:732981-733064	1:720024-720206	0.904960981047938	0.225334448160535	12775	N	N
ENSG00000230590	X	74292620	74293352	-	X:74293352-74293574	X:74292427-74292620	0.295454545454545	0.402462121212121	732	N	N
ENSG00000231259	2	87032203	87037294	-	2:87037294-87037528	2:87032069-87032203	0.215310648041253	0.876719675979374	5091	N	N
ENSG00000233006	5	132360136	132369417	-	5:132369417-132369703	5:132360080-132360136	0.867032730404823	0.39890180878553	9281	Y	Y
ENSG00000234127	6	30189199	30213305	-	6:30213305-30213427	6:30189167-30189199	0.896341463414634	0.414634146341463	24106	Y	N
ENSG00000234616	8	142670132	142681705	-	8:142681705-142681968	8:142669932-142670132	0.428571428571429	0.928571428571429	11573	Y	N
ENSG00000234719	16	11929637	11941838	-	16:11941838-11942114	16:11929385-11929637	0.255042016806723	0.569291819291819	12201	N	N
ENSG00000234769	16	17427	17957	-	16:17957-18068	16:17291-17427	1	1	530	N	N
ENSG00000234857	11	62724426	62726619	-	11:62726619-62727384	11:62724291-62724426	0.715040086339809	0.851063829787234	2193	Y	N
ENSG00000237094	1	502955	522859	-	1:522859-522928	1:502465-502955	0.48	0.52	19904	N	N
ENSG00000240230	7	935505	975428	-	7:975428-975549	7:935375-935505	0.95426245210728	0.137212643678161	39923	Y	N
ENSG00000240682	3	129156675	129160973	-	3:129160973-129161293	3:129156633-129156675	0.674231870598251	0.205479452054795	4298	Y	N
ENSG00000241058	10	18551822	18651129	-	10:18651129-18651587	10:18551718-18551822	0.815483870967742	0.433548387096774	99307	Y	Y
ENSG00000241549	6	26889198	26956389	-	6:26956389-26956554	6:26889010-26889198	0.104202257729541	0.928055806786588	67191	Y	Y
ENSG00000241878	22	31630862	31662144	-	22:31662144-31662432	22:31630804-31630862	0.526054955056232	0.199302868410077	31282	Y	N
ENSG00000242073	7	75484256	75485864	-	7:75485864-75486108	7:75484198-75484256	0.590560287594994	0.637834774133401	1608	N	N
ENSG00000242372	20	35284715	35284726	-	20:35284726-35284985	20:35284176-35284715	0.364381910958299	0.635618089041701	11	N	N
ENSG00000243156	22	18001501	18024281	-	22:18024281-18024561	22:18001393-18001501	0.319180931631912	0.642794377010063	22780	Y	Y
ENSG00000243667	2	68137433	68156927	-	2:68156927-68157549	2:68137299-68137433	0.916666666666667	0.5	19494	Y	N
ENSG00000244005	20	35699189	35699192	-	20:35699192-35699355	20:35698745-35699189	0.374066295251132	0.21119525038365	3	N	N
ENSG00000244306	14	19334081	19337580	-	14:19337580-19337730	14:19333934-19334081	0.189612466691908	0.754846441578507	3499	Y	N
ENSG00000244687	20	50113198	50115485	-	20:50115485-50115959	20:50113107-50113198	0.0925925925925926	0.976851851851852	2287	N	Y
ENSG00000248101	19	36013422	36014175	-	19:36014175-36014235	19:36013344-36013422	1	1	753	Y	N
ENSG00000248290	6	32010822	32012152	-	6:32012152-32012472	6:32010703-32010822	0.35281527215711	0.279391753052063	1330	N	N
ENSG00000248333	1	1640452	1657375	-	1:1657375-1657498	1:1640277-1640452	0.580188679245283	0.973270440251572	16923	Y	Y
ENSG00000250251	16	15131707	15136869	-	16:15136869-15137535	16:15131074-15131707	0.75	0.714912280701754	5162	N	N
ENSG00000253293	7	27174320	27179646	-	7:27179646-27180261	7:27173349-27174320	0.382472696877784	0.627688185497729	5326	Y	N
ENSG00000253729	8	47939950	47959973	-	8:47959973-47960178	8:47939551-47939950	0.709715230288796	0.438809421353062	20023	Y	N
ENSG00000253816	5	70220092	70221931	-	5:70221931-70222015	5:70219918-70220092	0.217948717948718	0.94551282051282	1839	N	N
ENSG00000254166	8	127224477	127227399	-	8:127227399-127227541	8:127224400-127224477	0.792690058479532	0.710526315789474	2922	Y	N
ENSG00000254206	16	29394076	29403993	-	16:29403993-29404029	16:29393948-29394076	0.277584344684027	0.789488826047681	9917	N	N
ENSG00000254634	16	29438043	29444398	-	16:29444398-29444499	16:29437942-29438043	0.462962962962963	1	6355	N	N
ENSG00000254681	16	18392703	18401584	-	16:18401584-18401940	16:18392577-18392703	0.255161318485791	0.0842529339639166	8881	N	N
ENSG00000254701	5	70197390	70201868	-	5:70201868-70202042	5:70197255-70197390	1	1	4478	N	N
ENSG00000255185	16	70031066	70065756	-	16:70065756-70065945	16:70030988-70031066	0.143799947726548	0.872986623016857	34690	Y	Y
ENSG00000255508	11	62574908	62591404	-	11:62591404-62591531	11:62572584-62574908	0.437314602506258	0.963435989519556	16496	Y	N
ENSG00000256061	15	55467161	55498207	-	15:55498207-55498601	15:55466930-55467161	0.916666666666667	0.5	31046	Y	N
ENSG00000256646	7	42912552	42932118	-	7:42932118-42932174	7:42911915-42912552	0.987184068204047	0.0148888369394064	19566	Y	N
ENSG00000257122	16	22434811	22437005	-	16:22437005-22437715	16:22434627-22434811	1	1	2194	N	N
ENSG00000257390	12	55823189	55827252	-	12:55827252-55827546	12:55823070-55823189	0.247354746436235	0.503038305252753	4063	Y	N
ENSG00000257524	9	127874649	127899503	-	9:127899503-127899591	9:127874611-127874649	0.644367929168716	0.711264141662568	24854	Y	N
ENSG00000257727	12	56315242	56315821	-	12:56315821-56316119	12:56314490-56315242	0.197845287234471	0.802154712765529	579	Y	N
ENSG00000258529	11	111871489	111878961	-	11:111878961-111879425	11:111871352-111871489	1	1	7472	Y	N
ENSG00000258644	14	70359739	70416900	-	14:70416900-70417074	14:70359582-70359739	0.153954590093863	0.354078442172371	57161	Y	Y
ENSG00000259024	17	15553829	15563437	-	17:15563437-15563561	17:15553685-15553829	1	1	9608	Y	N
ENSG00000259479	15	44832392	44850354	-	15:44850354-44850387	15:44832327-44832392	0.961805555555556	0.229166666666667	17962	N	N
